計畫名稱,鑽孔編號,TWD97_X,TWD97_Y,鑽孔地表高程,water_depth(m),試驗編號,試驗中文名稱,試驗英文名稱,取樣編號,N_value,統一土壤分類,上限深度(公尺),下限深度(公尺),含水量(岩石)(%),岩心長度(cm),岩心直徑(cm),單軸壓縮強度(kg/cm2),含水量(%),液性限度(%),塑性指數(%),比重,礫石(%),砂(%),粉土(%),黏土(%),統體單位重(t/m3),空隙比,AASHTO分類,塑性限度(%),細料(%),單位重(t/m3),比重(岩石),縮性指數(%),乾單位重(t/m3),D10(mm),D30(mm),D60(mm),D50(mm),尖峰凝聚力(kg/cm2),尖峰內摩擦角(度),不擾動試體無圍壓縮強度(kg/cm2),不擾動試體破壞應變(%),不擾動試體初始含水量(%),不擾動試體初始單位重(t/m3),統體密度(t/m3),破壞應變(%),殘餘凝聚力(kg/cm2),殘餘內摩擦角(度),消散指數1(%),消散指數2(%),凝聚力(kg/cm2),內摩擦角(度),壓縮指數(Cc),有效凝聚力(kg/cm2),有效內摩擦角(度),回脹應變量(%),試體初始含水量(%),試體初始單位重(t/m3),再壓指數(Cr),預壓密壓力(kg/cm2),試體最終含水量(%),試體初始空隙比,試體最終空隙比,試體初始飽和度(%),試體最終飽和度(%),初始含水量(%),初始單位重(t/m3),彈性模數(kg/cm2),乾密度(t/m3),孔隙率(岩石)(%),破壞載重(kg),點載重強度指數(kg/cm2),點載重強度指數(50mm)(kg/cm2),有效尖峰凝聚力(kg/cm2),有效尖峰內摩擦角(度),不擾動試體最終含水量(%),重模試體無圍壓縮強度(kg/cm2),重模試體破壞應變(%),重模試體初始含水量(%),重模試體最終含水量(%),靈敏度,有機物(%),硫酸鹽含量(ppm),亞硫酸鹽含量(ppm),pH 值,氯化物含量(ppm)
二高後續高雄環線細部設計地質探查,0105338335603_BK-11-17,184275.1793,2512821.728,23.59,1.4,UC-64,單軸壓縮強度試驗,UNCONFINED COMPRESSION TEST,C-1,,,18,19,7.4,,,31.82,,,,,,,,,,,,,,,2.72,,,,,,,,,,,,,2.09,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-11-18,184226.1795,2512902.728,24.5,5.15,S-1,,,S-1,,CL,1.55,2,,,,,17.4,26.7,9.7,2.71,0,22.4,,,,0.54,,,77.6,,,,,,,,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-11-18,184226.1795,2512902.728,24.5,5.15,S-2,,,S-2,5,CL,3.55,4,,,,,29,32.5,12.9,2.73,0,3.8,,,,0.8,,,96.2,,,,,,,,,,,,,,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-11-18,184226.1795,2512902.728,24.5,5.15,S-3,,,S-3,5,CL,5.55,6,,,,,32,38.4,17.6,2.69,0,0.4,,,,0.88,,,99.6,,,,,,,,,,,,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-11-18,184226.1795,2512902.728,24.5,5.15,S-4,,,S-4,,CL,7.55,8,,,,,34.5,40,17.3,2.74,0,2.3,,,,0.95,,,97.7,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-11-18,184226.1795,2512902.728,24.5,5.15,S-5,,,S-5,8,CH,9.55,10,,,,,44.6,55.6,29.1,2.74,0,3.2,,,,1.26,,,96.8,,,,,,,,,,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-11-18,184226.1795,2512902.728,24.5,5.15,S-6,,,S-6,9,ML,11.55,12,,,,,25,,,2.73,0,25.6,,,,0.7,,,74.4,,,,,0.01,,0.05,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-11-18,184226.1795,2512902.728,24.5,5.15,T-1,,,T-1,,CL,12.5,13.3,,,,,33.8,41.4,19.5,2.75,0,8.2,,,,0.94,,,91.8,,,,,,,,,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-11-18,184226.1795,2512902.728,24.5,5.15,TC-12,三軸壓縮強度試驗,TRIAXIAL COMPRESSION TEST,T-1,,,12.5,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,12.5,,0.2,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-11-18,184226.1795,2512902.728,24.5,5.15,S-7,,,S-7,9,CL,13.3,13.75,,,,,35.8,39.4,15.7,2.78,0,6.6,,,,1.01,,,93.4,,,,,,,,,,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-11-18,184226.1795,2512902.728,24.5,5.15,S-8,,,S-8,9,SM,15.55,16,,,,,15.8,,,2.69,0,80.8,,,,0.46,,,19.2,,,,,0.01,,0.24,,,,,,,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-11-18,184226.1795,2512902.728,24.5,5.15,S-9,,,S-9,14,SM,17.55,18,,,,,14.3,,,2.69,0,76.1,,,,0.43,,,23.9,,,,,0.01,,0.22,,,,,,,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-11-18,184226.1795,2512902.728,24.5,5.15,S-10,,,S-10,16,SM,19.55,20,,,,,15.1,,,2.69,0,77.4,,,,0.48,,,22.6,,,,,0.01,,0.22,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-11-18,184226.1795,2512902.728,24.5,5.15,S-11,,,S-11,15,SM,21.55,22,,,,,22.3,,,2.71,0,77,,,,5.19,,,23,,,,,0.02,,0.14,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-11-18,184226.1795,2512902.728,24.5,5.15,S-12,,,S-12,17,SM/ML,23.55,24,,,,,25,,,2.71,0,51.8,,,,0.71,,,48.2,,,,,0.01,,0.08,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-11-18,184226.1795,2512902.728,24.5,5.15,C-1,,,C-1,,,25,26,,,,,10,,,2.71,,,,,,0.44,,,,,,,,,,,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-11-18,184226.1795,2512902.728,24.5,5.15,C-2,,,C-2,,,26,27,,,,,9.2,,,2.7,,,,,,0.36,,,,,,,,,,,,,,,,,,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-11-18,184226.1795,2512902.728,24.5,5.15,UC-66,單軸壓縮強度試驗,UNCONFINED COMPRESSION TEST,C-2,,,26,27,9.2,,,3.41,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,2.17,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_CK-08-01,184678.1763,2516670.711,30.2,2.5,S-1,,,S-1,3,,1.55,2,,,,,19.3,,,2.68,0,44.2,,,,0.77,,,55.8,,,,,0.01,,0.07,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_CK-08-01,184678.1763,2516670.711,30.2,2.5,S-2,,,S-2,4,,3.55,4,,,,,20.9,26.6,8.5,2.72,0,17.8,,,,0.58,,,82.2,,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_CK-08-01,184678.1763,2516670.711,30.2,2.5,S-3,,,S-3,6,,5.55,6,,,,,23.9,27.2,9.7,2.72,0,5.6,,,,0.68,,,94.4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_CK-08-01,184678.1763,2516670.711,30.2,2.5,DS-14,直接剪力強度試驗,DIRECT SHEAR TEST,T-1,,,6.5,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,0,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_CK-08-01,184678.1763,2516670.711,30.2,2.5,T-1,,,T-1,,,6.5,7.3,,,,,19.4,,,2.68,0,64.2,,,,0.62,,,35.8,,,,,0.01,,0.1,,,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_CK-08-01,184678.1763,2516670.711,30.2,2.5,S-4,,,S-4,9,,7.3,7.75,,,,,19.6,,,2.69,0,62.2,,,,0.64,,,37.8,,,,,0.01,,0.1,,,,,,,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_CK-08-01,184678.1763,2516670.711,30.2,2.5,S-5,,,S-5,5,,9.55,10,,,,,22.2,33.2,15.7,2.73,0,17,,,,0.64,,,83,,,,,,,,,,,,,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_CK-08-01,184678.1763,2516670.711,30.2,2.5,T-2-1,,,T-2-1,,,11,11.35,,,,,20.6,24.5,10,2.71,0,24.6,,,,0.56,,,75.4,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_CK-08-01,184678.1763,2516670.711,30.2,2.5,T-2-2,,,T-2-2,,,11.35,11.6,,,,,21.1,22.9,4.8,2.71,0,28.8,,,,0.61,,,71.2,,,,,,,,,,,,,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_CK-08-01,184678.1763,2516670.711,30.2,2.5,DS-15,直接剪力強度試驗,DIRECT SHEAR TEST,T-2-3,,,11.65,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_CK-08-01,184678.1763,2516670.711,30.2,2.5,T-2-3,,,T-2-3,,,11.65,11.8,,,,,19.2,,,2.68,0,54.4,,,,0.52,,,45.6,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_CK-08-01,184678.1763,2516670.711,30.2,2.5,S-6,,,S-6,10,,11.8,12.25,,,,,21.9,20.8,3.9,2.69,0,50.7,,,,0.59,,,49.3,,,,,,,,,,,,,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_CK-08-01,184678.1763,2516670.711,30.2,2.5,S-7,,,S-7,11,,13.55,14,,,,,21.1,,,2.69,0,66.6,,,,0.58,,,33.4,,,,,0.03,,0.09,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_CK-08-01,184678.1763,2516670.711,30.2,2.5,DS-16,直接剪力強度試驗,DIRECT SHEAR TEST,T-3,,,15,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,0,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_CK-08-01,184678.1763,2516670.711,30.2,2.5,T-3,,,T-3,,,15,15.8,,,,,20.6,,,2.67,0,48,,,,0.58,,,52,,,,,0.01,,0.08,,,,,,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_CK-08-01,184678.1763,2516670.711,30.2,2.5,S-8,,,S-8,17,,15.8,16.25,,,,,19.4,,,2.69,0,54.8,,,,0.54,,,45.2,,,,,0.01,,0.09,,,,,,,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_CK-08-01,184678.1763,2516670.711,30.2,2.5,S-9,,,S-9,20,,17.55,18,,,,,17,,,2.69,0,54,,,,0.47,,,46,,,,,0.01,,0.09,,,,,,,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_CK-08-01,184678.1763,2516670.711,30.2,2.5,S-10,,,S-10,7,,19.55,20,,,,,28,39,19.1,2.72,0,0.8,,,,0.78,,,99.2,,,,,,,,,,,,,,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_CK-08-01,184678.1763,2516670.711,30.2,2.5,S-11,,,S-11,,,21.55,22,,,,,27,41.2,20.2,2.72,0,9,,,,0.75,,,91,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_CK-08-01,184678.1763,2516670.711,30.2,2.5,CS-14,單向度壓密試驗,CONSOLIDATION TEST,T-4,,,22.5,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_CK-08-01,184678.1763,2516670.711,30.2,2.5,T-4,,,T-4,,,22.5,23.2,,,,,19.1,,,2.68,0,32.1,,,,0.57,,,67.9,,,,,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_CK-08-01,184678.1763,2516670.711,30.2,2.5,S-12,,,S-12,26,,23.2,23.65,,,,,20.1,,,2.7,0,72.2,,,,0.61,,,27.8,,,,,0,,0.14,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_CK-08-01,184678.1763,2516670.711,30.2,2.5,S-13,,,S-13,40,,25.55,26,,,,,17.4,,,2.7,0,71.4,,,,0.57,,,28.6,,,,,0,,0.13,,,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_CK-08-01,184678.1763,2516670.711,30.2,2.5,S-14,,,S-14,28,,27.2,27.65,,,,,23,,,2.71,0,80.8,,,,0.7,,,19.2,,,,,0.03,,0.13,,,,,,,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_CK-08-01,184678.1763,2516670.711,30.2,2.5,C-1,,,C-1,,,31,32,,,,,10.8,,,2.69,,,,,,0.41,,,,,,,,,,,,,,,,,,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_CK-08-01,184678.1763,2516670.711,30.2,2.5,UC-49,單軸壓縮強度試驗,UNCONFINED COMPRESSION TEST,C-1,,,31,32,10.8,,,2.97,,,,,,,,,,,,,,,2.69,,,,,,,,,,,,,2.11,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-04-02,187543.1633,2518234.705,34.96,4.5,T-1,,,T-1,,CL,0.75,1.55,,,,,20.5,24.6,8.7,2.71,0,18.4,,,,0.58,,,81.6,,,,,,,,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-04-02,187543.1633,2518234.705,34.96,4.5,UC-2,單軸壓縮強度試驗,UNCONFINED COMPRESSION TEST,T-1,,,0.75,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,9.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-04-02,187543.1633,2518234.705,34.96,4.5,S-1,,,S-1,2,CL,1.55,2,,,,,178.7,26.4,9.6,2.71,0,18.8,,,,0.53,,,81.2,,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-04-02,187543.1633,2518234.705,34.96,4.5,S-2,,,S-2,100,,3.55,3.8,,,,,15,24.3,8.4,2.7,0,6,,,,0.46,,,94,,,,,,,,,,,,,,,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-04-02,187543.1633,2518234.705,34.96,4.5,C-1,,,C-1,,,5,6,,,,,8.1,,,2.72,,,,,,0.27,,,,,,,,,,,,,,,,,,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-04-02,187543.1633,2518234.705,34.96,4.5,C-2,,,C-2,,,15,16,,,,,12.3,,,2.7,,,,,,0.38,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-04-02,187543.1633,2518234.705,34.96,4.5,C-3,,,C-3,,,21,22,,,,,9.7,,,2.72,,,,,,0.27,,,,,,,,,,,,,,,,,,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-04-04,187500.1636,2518039.706,42.71,0.6,S-1,,,S-1,2,CL,1.55,2,,,,,15.8,27.1,10.8,2.71,0,33.7,,,,0.62,,,66.3,,,,,,,,,,,,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-04-04,187500.1636,2518039.706,42.71,0.6,CS-2,單向度壓密試驗,CONSOLIDATION TEST,T-1,,,3,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-04-04,187500.1636,2518039.706,42.71,0.6,DS-6,直接剪力強度試驗,DIRECT SHEAR TEST,T-1,,,3,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,0,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-04-04,187500.1636,2518039.706,42.71,0.6,T-1,,,T-1,,ML/SM,3,3.8,,,,,23.7,21.1,3.1,2.67,0,46.2,,,,0.7,,,53.8,,,,,,,,,,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-04-04,187500.1636,2518039.706,42.71,0.6,CS-3,單向度壓密試驗,CONSOLIDATION TEST,T-2,,,6,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-04-04,187500.1636,2518039.706,42.71,0.6,DS-7,直接剪力強度試驗,DIRECT SHEAR TEST,T-2,,,6,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,0,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-04-04,187500.1636,2518039.706,42.71,0.6,T-2,,,T-2,,CL-ML,6,6.8,,,,,19.8,19.8,4.5,2.67,0,35.4,,,,0.59,,,64.6,,,,,,,,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-04-04,187500.1636,2518039.706,42.71,0.6,S-2,,,S-2,13,CL,6.8,7.25,,,,,17.1,21.8,4,2.69,0,26,,,,0.61,,,74,,,,,,,,,,,,,,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-04-04,187500.1636,2518039.706,42.71,0.6,S-3,,,S-3,100,,9.55,9.97,,,,,26.8,40,19.9,2.69,0,12.7,,,,0.96,,,87.3,,,,,,,,,,,,,,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-04-04,187500.1636,2518039.706,42.71,0.6,C-1,,,C-1,,,11,12,,,,,7.3,,,2.75,,,,,,0.41,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-04-04,187500.1636,2518039.706,42.71,0.6,DS-55,直接剪力強度試驗,ROCK DIRECT SHEAR TEST,C-1,,,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,0,33.6,,,,,,,0,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-07-01,184842.1755,2516930.71,31.65,5.4,S-1,,,S-1,8,CL,1.55,2,,,,,23.2,28.7,9.4,2.71,0,20.8,,,,0.74,,,79.2,,,,,,,,,,,,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-07-01,184842.1755,2516930.71,31.65,5.4,S-2,,,S-2,10,CL,3.55,4,,,,,23.4,22.1,7.3,2.71,0,14,,,,0.66,,,86,,,,,,,,,,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-07-01,184842.1755,2516930.71,31.65,5.4,S-3,,,S-3,9,CL-ML,5.55,6,,,,,22.3,25.9,6.4,2.71,0,14.4,,,,0.63,,,85.6,,,,,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-07-01,184842.1755,2516930.71,31.65,5.4,DS-9,直接剪力強度試驗,DIRECT SHEAR TEST,T-1,,,7.5,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,0,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-07-01,184842.1755,2516930.71,31.65,5.4,T-1,,,T-1,,ML/SM,7.5,8.3,,,,,23.5,21.3,1.4,2.71,0,48.8,,,,0.66,,,51.2,,,,,,,,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-07-01,184842.1755,2516930.71,31.65,5.4,S-4,,,S-4,7,ML/SM,8.3,8.75,,,,,24.3,,,2.71,0,48.4,,,,0.66,,,51.6,,,,,0.01,,0.08,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-07-01,184842.1755,2516930.71,31.65,5.4,S-5,,,S-5,9,ML,9.55,10,,,,,25.2,22.3,3.2,2.72,0,23.6,,,,0.69,,,76.4,,,,,,,,,,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-07-01,184842.1755,2516930.71,31.65,5.4,S-6,,,S-6,10,SM/ML,11.55,12,,,,,24.3,,,2.69,0,52.2,,,,0.65,,,47.8,,,,,0.01,,0.08,,,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-07-01,184842.1755,2516930.71,31.65,5.4,S-7,,,S-7,9,CL-ML,13.55,14,,,,,26.1,24.2,4.1,2.69,0,41.2,,,,0.73,,,58.8,,,,,,,,,,,,,,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-07-01,184842.1755,2516930.71,31.65,5.4,T-2-1,,,T-2-1,,ML,15,15.35,,,,,28.1,29.5,3.2,2.78,0,20.4,,,,0.88,,,79.6,,,,,,,,,,,,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-07-01,184842.1755,2516930.71,31.65,5.4,DS-10,直接剪力強度試驗,DIRECT SHEAR TEST,T-2-2,,,15.35,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,0,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-07-01,184842.1755,2516930.71,31.65,5.4,T-2-2,,,T-2-2,,SM,15.35,15.7,,,,,24.9,,,2.79,0,79.4,,,,0.81,,,20.6,,,,,0.03,,0.23,,,,,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_EK-07-01,184842.1755,2516930.71,31.65,5.4,S-8,,,S-8,11,SM,15.7,16.15,,,,,21.8,,,2.69,0,77.4,,,,0.59,,,22.6,,,,,0.03,,0.15,,,,,,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_SK-04-03,187350.1642,2518044.706,50.62,4.2,S-1,,,S-1,51,,1.55,1.83,,,,,10.6,23.8,5.4,2.71,0,11.6,,,,0.35,,,88.4,,,,,,,,,,,,,,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_SK-04-03,187350.1642,2518044.706,50.62,4.2,C-1,,,C-1,,,3,4,,,,,13.4,,,2.73,,,,,,0.62,,,,,,,,,,,,,,,,,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
